modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
LTR6E60379 913143677,1251.0,FREE_STANDING,"[2024, 1, 22]",1251.0,7.0,B,46.0,23.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143677,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,AEG,45.0,25.0,4.0,4.9
BWE 71295X WSV SPT,1151.0,FREE_STANDING,"[2024, 1, 22]",1151.0,7.0,B,37.0,24.0,58.0,24.0,85.0,,53.0,1151.0,60.0,C,0.5,0.5,https://docs.whirlpool.eu/,165.0,155.0,0.517,77.0,45.0,B,205.0,60.0,INDESIT,52.0,32.0,4.0,4.9
WM 823 A EX,1351.0,FREE_STANDING,"[2024, 1, 21]",1351.0,8.0,B,33.0,21.0,61.0,24.0,85.0,,53.0,1351.0,52.0,B,0.5,0.5,https://docs.whirlpool.eu/,168.0,160.0,0.472,76.0,48.0,A,218.0,60.0,BAUKNECHT,47.0,28.0,4.0,5.0
HW80-BP14929A,1330.0,FREE_STANDING,"[2024, 1, 20]",1330.0,8.0,B,32.0,25.0,42.0,24.0,85.0,,53.9,1330.0,46.8,A,,0.5,www.haier.com,168.0,158.0,0.425,70.0,44.0,A,218.0,60.0,Haier,42.0,26.0,4.0,5.0
WW11DG5B25AH,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
JLLFS10FB-11,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,10.0,B,34.0,23.0,63.0,24.0,85.0,,53.9,1400.0,52.0,B,,0.5,http://notices.wesder.net,180.0,180.0,0.514,76.0,52.0,A,239.0,60.0,Jeken,51.0,28.0,4.0,5.0
WW11DG5B25AE,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
WW1TDG5B25AH,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
WW1BDG5B25AE,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
JLLFS12FB-11,1200.0,FREE_STANDING,"[2024, 1, 19]",1200.0,12.0,B,35.0,23.0,63.0,24.0,85.0,,53.9,1200.0,51.9,B,,0.5,http://notices.wesder.net,180.0,180.0,0.543,76.0,54.0,A,240.0,60.0,Jeken,54.0,31.0,4.0,5.0
WCB690 WCS 125 Edition,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,8.0,B,35.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.9,1400.0,46.8,A,,0.3,https://www.miele.com/,159.0,149.0,0.425,72.0,48.0,A,219.0,60.0,Miele,43.0,29.0,3.0,5.0
WEB695 WPS 125 Edition,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,8.0,B,35.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.9,1400.0,46.8,A,,0.3,https://www.miele.com/,159.0,149.0,0.425,72.0,48.0,A,219.0,60.0,Miele,43.0,29.0,3.0,5.0
WEB395 WPS 125 Edition,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,8.0,B,32.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.5,1400.0,41.6,A,,0.3,https://www.miele.com/,168.0,149.0,0.378,72.0,48.0,A,219.0,60.0,Miele,38.0,28.0,3.0,5.0
WW11DG6B25HH,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
WW11DG5B25TE,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
WW11DG5B25TH,1400.0,FREE_STANDING,"[2024, 1, 19]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
AHWM7MP12A,1200.0,FREE_STANDING,"[2024, 1, 18]",1200.0,7.0,B,37.0,24.0,47.0,24.0,85.0,,53.9,1200.0,51.5,B,,0.49,www.planetce.it,162.0,157.0,0.444,76.0,35.0,A,208.0,60.0,AAAMAZE,44.0,28.0,4.0,5.0
WA10-ES1416DAI,1400.0,FREE_STANDING,"[2024, 1, 18]",1400.0,10.0,B,33.0,23.0,63.0,24.0,85.0,,53.9,1400.0,46.0,B,,0.5,https://pkm-online.net,180.0,180.0,0.459,76.0,52.0,A,239.0,60.0,PKM,46.0,27.0,4.0,5.0
MEWRSB 7259 WS PL,1151.0,FREE_STANDING,"[2024, 1, 18]",1151.0,7.0,B,37.0,22.0,44.0,24.0,85.0,,53.0,1151.0,59.9,C,0.5,0.5,https://docs.whirlpool.eu/,162.0,155.0,0.516,78.0,46.0,B,205.0,60.0,WHIRLPOOL,52.0,30.0,4.0,4.9
5059340794495,1351.0,FREE_STANDING,"[2024, 1, 18]",1351.0,7.0,B,39.0,27.0,53.0,24.0,85.0,,53.9,1351.0,79.9,C,1.0,0.5,https://products.kingfisher.com/products,162.0,162.0,0.6890000000000001,79.0,41.0,D,208.0,60.0, Kingfisher Int. Prod. B.V. ,69.0,36.0,4.0,4.9
WM810MXDB1,1330.0,FREE_STANDING,"[2024, 1, 17]",1330.0,8.0,B,39.0,23.0,56.0,24.0,85.0,0.0,53.4,1330.0,52.0,B,1.0,0.5,https://maxxy.nl/,168.0,168.0,0.473,75.0,48.0,A,218.0,60.0,MAXXY,47.0,31.0,4.0,5.0
WM810MXDW1,1330.0,FREE_STANDING,"[2024, 1, 17]",1330.0,8.0,B,39.0,23.0,56.0,24.0,85.0,0.0,53.4,1330.0,52.0,B,1.0,0.5,https://maxxy.nl/,168.0,168.0,0.473,75.0,48.0,A,218.0,60.0,MAXXY,47.0,31.0,4.0,5.0
TOZ 272DW2-11,1151.0,FREE_STANDING,"[2024, 1, 17]",1151.0,7.0,B,39.0,27.0,60.0,24.0,86.0,0.0,53.9,1151.0,79.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,162.0,162.0,0.6890000000000001,79.0,42.0,D,208.0,41.0,Zerowatt,69.0,36.0,4.0,4.9
PWM 1108 SmartBiz [EL DP],1400.0,FREE_STANDING,"[2024, 1, 16]",1400.0,8.0,B,37.0,25.0,64.0,24.0,85.0,0.5,53.9,1400.0,46.8,A,,0.3,https://www.miele.com/,168.0,149.0,0.425,69.0,48.0,A,219.0,60.0,Miele,43.0,29.0,2.6,5.0
DWD-FV2021_3,1330.0,FREE_STANDING,"[2024, 1, 16]",1330.0,7.0,B,37.0,23.0,53.0,24.0,85.0,,53.4,1330.0,52.0,C,1.0,0.5,https://marelvi.ro,162.0,162.0,0.448,77.0,45.0,A,208.0,60.0,DAEWOO,45.0,28.0,4.0,5.0
NFR69W IT,1351.0,FREE_STANDING,"[2024, 1, 16]",1351.0,9.0,B,32.0,25.0,61.0,24.0,85.0,,53.0,1351.0,51.8,B,0.5,0.5,https://docs.whirlpool.eu/,170.0,130.0,0.493,76.0,50.0,A,225.0,60.0,HOTPOINT/ARISTON,49.0,29.0,4.0,4.9
H7W4 48MBC6-S,1330.0,FREE_STANDING,"[2024, 1, 16]",1330.0,8.0,B,30.0,25.0,48.0,24.0,85.0,2.0,53.9,1330.0,46.7,A,0.5,0.5,https://corporate.haier-europe.com/en/,168.0,158.0,0.424,72.0,44.0,A,218.0,60.0,Hoover,42.0,26.0,4.0,4.9
H7W4 48MBCR6-S,1330.0,FREE_STANDING,"[2024, 1, 16]",1330.0,8.0,B,30.0,25.0,48.0,24.0,85.0,2.0,53.9,1330.0,46.7,A,0.5,0.5,https://corporate.haier-europe.com/en/,168.0,158.0,0.424,72.0,44.0,A,218.0,60.0,Hoover,42.0,26.0,4.0,4.9
DWD-FV5021_3,1330.0,FREE_STANDING,"[2024, 1, 16]",1330.0,8.0,B,37.0,22.0,53.0,24.0,85.0,,53.4,1330.0,52.0,B,1.0,0.5,https://marelvi.ro,168.0,168.0,0.473,76.0,48.0,A,218.0,60.0,DAEWOO,47.0,28.0,4.0,5.0
DWD-FV9021_3,1330.0,FREE_STANDING,"[2024, 1, 16]",1330.0,9.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1330.0,51.9,C,1.0,0.5,https://marelvi.ro,174.0,174.0,0.494,77.0,50.0,A,228.0,60.0,DAEWOO,49.0,27.0,4.0,5.0
WFOI 12104 WT MB FP 7,1200.0,FREE_STANDING,"[2024, 1, 15]",1200.0,10.0,B,41.0,23.0,58.0,24.0,85.0,0.0,53.4,1200.0,52.0,B,0.5,0.5,http://www.ocean.it,170.0,140.0,0.514,74.0,37.0,A,238.0,60.0,OCEAN,51.0,26.0,4.0,5.0
WFB304QW -01,1350.0,FREE_STANDING,"[2024, 1, 15]",1350.0,10.0,B,37.0,23.0,54.0,0.0,85.0,,53.9,1350.0,51.9,A,1.0,0.5,http://www.brandt.com,180.0,180.0,0.513,72.0,52.0,A,239.0,60.0,BRANDT,51.0,33.0,4.0,5.0
EVWM101402AG,1400.0,FREE_STANDING,"[2024, 1, 15]",1400.0,10.0,B,40.0,24.0,61.0,60.0,85.0,0.0,52.6,1400.0,51.9,A,,0.49,www.everglades.nl,180.0,180.0,0.513,72.0,40.0,A,239.0,60.0,Everglades,51.0,28.0,3.7,5.0
WGG242ZKPL,1200.0,FREE_STANDING,"[2024, 1, 15]",1200.0,9.0,B,41.0,23.0,63.0,24.0,85.0,,53.0,1200.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0
WFOI 1293 WL Z 7,1200.0,FREE_STANDING,"[2024, 1, 15]",1200.0,9.0,B,42.0,24.0,58.0,24.0,85.0,0.0,53.4,1200.0,52.0,B,1.0,0.5,http://www.ocean.it,174.0,174.0,0.494,74.0,50.0,A,228.0,60.0,OCEAN,49.0,28.0,4.0,5.0
LFR73H149DS 914501547,1351.0,FREE_STANDING,"[2024, 1, 15]",1351.0,9.0,B,35.0,23.0,64.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501547,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
WGG242ZEPL,1200.0,FREE_STANDING,"[2024, 1, 15]",1200.0,9.0,B,41.0,23.0,63.0,24.0,85.0,,53.0,1200.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0
WGG242ZGPL,1200.0,FREE_STANDING,"[2024, 1, 15]",1200.0,9.0,B,41.0,23.0,63.0,24.0,85.0,,53.0,1200.0,51.4,A,0.5,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0
HLF914AB1,1350.0,FREE_STANDING,"[2024, 1, 15]",1350.0,9.0,B,40.0,24.0,50.0,24.0,85.0,0.0,53.9,1350.0,51.9,B,1.0,0.5,www.globalapplius.com,174.0,174.0,0.494,76.0,50.0,A,228.0,60.0,Helvetia,49.0,30.0,4.0,5.0
WN94SEA,1400.0,FREE_STANDING,"[2024, 1, 14]",1400.0,9.0,B,35.0,24.0,58.0,24.0,84.0,,53.9,1400.0,59.5,B,0.5,0.5,https://www.smeg.com/services/customer-service,173.0,173.0,0.5660000000000001,75.0,50.0,A,228.0,60.0,SMEG,57.0,32.0,4.0,4.9
B5WFT694111WBPBB 7178557200,1400.0,FREE_STANDING,"[2024, 1, 13]",1400.0,9.0,B,35.0,23.0,58.0,24.0,85.0,2.0,53.9,1400.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,44.0,A,228.0,60.0,Beko,49.0,30.0,4.0,4.9
WW11DG6B25LE,1400.0,FREE_STANDING,"[2024, 1, 12]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
WW11DG6B85LE,1400.0,FREE_STANDING,"[2024, 1, 12]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
WW11DG6B85LK,1400.0,FREE_STANDING,"[2024, 1, 12]",1400.0,11.0,B,33.0,23.0,60.0,24.0,85.0,2.0,53.9,1400.0,46.8,A,,0.5,https://www.samsung.com/support,180.0,160.0,0.477,72.0,54.0,A,240.0,60.0,Samsung,48.0,27.0,4.0,5.0
W901418QPM,1400.0,FREE_STANDING,"[2024, 1, 12]",1400.0,9.0,B,43.0,24.0,54.0,24.0,85.0,,52.9,1400.0,59.8,B,,0.49, https://global.hisense.com/laundry,174.0,174.0,0.5690000000000001,76.0,37.0,B,228.0,60.0,HISENSE,57.0,34.0,3.7,5.0
WNHPI94APS/AT,1400.0,FREE_STANDING,"[2024, 1, 11]",1400.0,9.0,B,35.0,24.0,51.0,24.0,85.0,,53.9,1400.0,46.5,B,0.49,0.49,https://www.gorenjegroup.com,174.0,160.0,0.5700000000000001,76.0,37.0,A,228.0,60.0,GORENJE,57.0,26.0,4.0,5.0
600147710 / 600147704 / 600147708 / 600147706,1350.0,FREE_STANDING,"[2024, 1, 11]",1350.0,7.0,B,37.0,24.0,47.0,36.0,85.0,,53.9,1350.0,51.5,A,1.0,0.5,auchan.fr,162.0,162.0,0.444,72.0,45.0,A,208.0,60.0,Qilive,44.0,33.0,4.0,5.0
HLTPS147TAMC5/11,1351.0,FREE_STANDING,"[2024, 1, 11]",1351.0,7.0,B,37.0,24.0,60.0,0.0,86.0,2.0,53.9,1351.0,52.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,162.0,162.0,0.448,79.0,42.0,A,208.0,41.0,Hoover,45.0,30.0,4.0,4.9
ALT10752-NE,1200.0,FREE_STANDING,"[2024, 1, 11]",1200.0,7.5,B,35.0,23.0,61.0,24.0,88.0,,53.9,1200.0,51.9,C,,0.5,www.but.fr,165.0,165.0,0.46,78.0,46.0,A,213.0,40.0,SIGNATURE,46.0,32.0,4.0,5.0
600147228 / 600146929 / 600147222,1250.0,FREE_STANDING,"[2024, 1, 11]",1250.0,8.0,B,38.0,23.0,61.0,36.0,88.0,,53.9,1250.0,51.9,C,,0.5,auchan.fr,168.0,168.0,0.472,78.0,48.0,A,218.0,40.0,Qilive,47.0,32.0,4.0,5.0
MF100W70BA/W-GR,1350.0,FREE_STANDING,"[2024, 1, 11]",1350.0,7.0,B,37.0,23.0,48.0,24.0,85.0,,53.9,1350.0,51.5,A,1.0,0.5,www.midea.com,162.0,162.0,0.444,72.0,45.0,A,208.0,60.0,MIDEA,44.0,33.0,4.0,5.0
CS1272DW3/1-11,1151.0,FREE_STANDING,"[2024, 1, 11]",1151.0,7.0,B,37.0,25.0,49.0,24.0,85.0,0.0,53.9,1151.0,68.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,162.0,162.0,0.594,79.0,41.0,C,208.0,60.0,Candy,59.0,32.0,4.0,4.9
PWFV X 104 A,1351.0,FREE_STANDING,"[2024, 1, 10]",1351.0,10.0,B,31.0,25.0,61.0,24.0,85.0,,53.0,1351.0,52.0,B,0.5,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.514,76.0,52.0,A,235.0,60.0,PRIVILEG,51.0,29.0,4.0,4.9
ETL813W23,1250.0,FREE_STANDING,"[2024, 1, 10]",1250.0,8.0,B,38.0,23.0,61.0,12.0,88.0,,53.9,1250.0,51.9,C,,0.5,https://www.elkjop.no/,168.0,168.0,0.472,78.0,48.0,A,218.0,40.0,Epoq,47.0,32.0,4.0,5.0
BWA 101496X WV FR,1351.0,FREE_STANDING,"[2024, 1, 10]",1351.0,10.0,B,31.0,25.0,61.0,24.0,85.0,,53.0,1351.0,52.0,B,0.5,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.514,76.0,52.0,A,235.0,60.0,INDESIT,51.0,29.0,4.0,4.9
EWTI 71121,1200.0,FREE_STANDING,"[2024, 1, 10]",1200.0,7.0,B,33.0,22.0,61.0,24.0,88.0,,53.9,1200.0,51.5,C,,0.5,www.ecg-electro.eu,162.0,162.0,0.444,78.0,45.0,A,208.0,40.0,ECG,44.0,28.0,4.0,5.0
WFQP901419VMT,1400.0,FREE_STANDING,"[2024, 1, 10]",1400.0,9.0,B,35.0,24.0,59.0,24.0,85.0,,53.9,1400.0,46.5,B,,0.49,https://global.hisense.com/laundry,174.0,160.0,0.442,74.0,39.0,A,228.0,60.0,HISENSE,44.0,26.0,4.0,5.0
WF3Q9043BW,1400.0,FREE_STANDING,"[2024, 1, 10]",1400.0,9.0,B,35.0,24.0,59.0,24.0,85.0,,53.9,1400.0,46.5,B,,0.49,https://global.hisense.com/laundry,174.0,160.0,0.442,74.0,39.0,A,228.0,60.0,HISENSE,44.0,26.0,4.0,5.0
EWT 70121,1200.0,FREE_STANDING,"[2024, 1, 10]",1200.0,7.0,B,37.0,25.0,61.0,24.0,88.0,,53.9,1200.0,68.9,C,,0.5,www.ecg-electro.eu,162.0,162.0,0.594,78.0,45.0,C,208.0,40.0,ECG,59.0,31.0,4.0,5.0
RO16106DWMCR7-80,1551.0,FREE_STANDING,"[2024, 1, 8]",1551.0,10.0,B,32.0,24.0,58.0,12.0,85.0,2.0,53.9,1551.0,44.1,C,1.0,0.5,https://corporate.haier-europe.com/en/,180.0,180.0,0.436,78.0,51.0,A,239.0,60.0,Candy,44.0,28.0,4.0,4.9
WCK360 WCS PWash&10kg,1400.0,FREE_STANDING,"[2024, 1, 8]",1400.0,10.0,B,42.0,26.0,64.0,24.0,85.0,0.8,53.9,1400.0,52.0,A,,0.4,https://www.miele.com/,179.0,179.0,0.514,71.0,53.0,A,239.0,60.0,Miele,52.0,33.0,3.6,5.0
CGA142G3IL,1200.0,FREE_STANDING,"[2024, 1, 8]",1200.0,9.0,B,41.0,23.0,64.0,24.0,85.0,,53.0,1200.0,51.4,A,0.5,0.15,https://www.constructa.com/energylabel,174.0,150.0,0.489,70.0,50.0,A,228.0,60.0,Constructa,49.0,27.0,0.6000000000000001,5.0
CGA142G4IL,1200.0,FREE_STANDING,"[2024, 1, 8]",1200.0,9.0,B,41.0,23.0,64.0,24.0,85.0,,53.0,1200.0,51.4,A,0.5,0.15,https://www.constructa.com/energylabel,174.0,150.0,0.489,70.0,50.0,A,228.0,60.0,Constructa,49.0,27.0,0.6000000000000001,5.0
LR7FS75490 914501545,1351.0,FREE_STANDING,"[2024, 1, 8]",1351.0,9.0,B,35.0,23.0,64.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501545,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
RO16106DWMC7-80,1551.0,FREE_STANDING,"[2024, 1, 8]",1551.0,10.0,B,32.0,24.0,58.0,12.0,85.0,2.0,53.9,1551.0,44.1,C,1.0,0.5,https://corporate.haier-europe.com/en/,180.0,180.0,0.436,78.0,51.0,A,239.0,60.0,Candy,44.0,28.0,4.0,4.9
PWFV X 953 A,1351.0,FREE_STANDING,"[2024, 1, 8]",1351.0,9.0,B,32.0,25.0,63.0,24.0,85.0,,53.0,1351.0,51.8,C,0.5,0.5,https://docs.whirlpool.eu/,170.0,130.0,0.493,78.0,50.0,A,225.0,60.0,PRIVILEG,49.0,29.0,4.0,4.9
CLAV8424INT,1330.0,BUILT_IN,"[2024, 1, 7]",1330.0,8.0,B,37.0,22.0,54.0,36.0,82.0,0.0,53.4,1330.0,52.0,B,1.0,0.5,www.corbero.es,168.0,168.0,0.473,76.0,48.0,A,218.0,60.0,CORBERO,47.0,28.0,4.0,5.0
ARWM12103WH,1200.0,FREE_STANDING,"[2024, 1, 5]",1200.0,10.0,B,41.0,23.0,58.0,24.0,85.0,0.0,53.4,1200.0,52.0,B,1.0,0.5,http://www.nordmende.ie,180.0,180.0,0.514,74.0,52.0,A,239.0,60.0,NORDMENDE,51.0,26.0,4.0,5.0
WA9410A,1350.0,FREE_STANDING,"[2024, 1, 5]",1350.0,9.0,B,43.0,23.0,50.0,48.0,85.0,,53.9,1350.0,51.9,A,1.0,0.5,www.eldi.be,174.0,174.0,0.494,72.0,50.0,A,228.0,60.0,FRIAC,49.0,33.0,4.0,5.0
WF3S1045BW3,1400.0,FREE_STANDING,"[2024, 1, 4]",1400.0,10.5,B,29.0,22.0,59.0,24.0,85.0,2.0,53.9,1400.0,41.0,A,,0.49,https://global.hisense.com/laundry,180.0,140.0,0.412,72.0,43.0,A,239.0,60.0,HISENSE,41.0,24.0,4.0,5.0
W1463CT1W,1330.0,FREE_STANDING,"[2024, 1, 4]",1330.0,10.0,B,41.0,25.0,58.0,12.0,85.0,0.0,53.4,1330.0,52.0,C,1.0,0.5,http://vestel.co.uk/en/,180.0,180.0,0.514,77.0,52.0,A,239.0,60.0,ELECTRA,51.0,27.0,4.0,5.0
WF3S1043BW3,1400.0,FREE_STANDING,"[2024, 1, 4]",1400.0,10.5,B,30.0,23.0,59.0,24.0,85.0,2.0,53.9,1400.0,41.0,A,,0.49,https://global.hisense.com/laundry,180.0,140.0,0.412,72.0,43.0,A,239.0,60.0,HISENSE,41.0,22.0,4.0,5.0
WF3S1243BW3,1400.0,FREE_STANDING,"[2024, 1, 4]",1400.0,12.0,B,32.0,23.0,64.0,24.0,85.0,2.0,53.9,1400.0,41.4,A,,0.49,https://global.hisense.com/laundry,180.0,140.0,0.433,72.0,47.0,A,239.0,60.0,HISENSE,43.0,25.0,4.0,5.0
7WM1415M,1330.0,FREE_STANDING,"[2024, 1, 4]",1330.0,7.0,B,50.0,23.0,59.0,24.0,84.0,0.0,53.4,1330.0,80.0,C,1.0,0.5,https://www.wla.nl/product/wla-7wm1415m-wasmachine-voorbelading-7-kg-1400-rpm-zwart-wit,144.0,144.0,0.418,79.0,45.0,D,196.0,49.0,WLA,69.0,27.0,4.0,5.0
WWB680 WPS 125 Edition,1400.0,FREE_STANDING,"[2024, 1, 3]",1400.0,8.0,B,35.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.9,1400.0,46.8,A,,0.3,https://www.miele.com/,159.0,149.0,0.425,72.0,48.0,A,219.0,60.0,Miele,43.0,29.0,3.0,5.0
WWB380 WCS 125 Edition,1400.0,FREE_STANDING,"[2024, 1, 3]",1400.0,8.0,B,32.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.5,1400.0,41.6,A,,0.3,https://www.miele.com/,168.0,149.0,0.378,72.0,48.0,A,219.0,60.0,Miele,38.0,28.0,3.0,5.0
WWB 200-00 CH,1400.0,FREE_STANDING,"[2024, 1, 3]",1400.0,8.0,B,37.0,25.0,64.0,24.0,85.0,,52.8,1400.0,52.0,A,,0.3,https://www.miele.com/,159.0,159.0,0.473,72.0,48.0,A,219.0,60.0,Miele,48.0,32.0,3.8,5.0
WCB680 WPS 125 Edition,1400.0,FREE_STANDING,"[2024, 1, 3]",1400.0,8.0,B,35.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.9,1400.0,46.8,A,,0.3,https://www.miele.com/,159.0,149.0,0.425,72.0,48.0,A,219.0,60.0,Miele,43.0,29.0,3.0,5.0
WCB380 WPS 125 Edition,1400.0,FREE_STANDING,"[2024, 1, 3]",1400.0,8.0,B,32.0,25.0,64.0,24.0,85.0,0.6000000000000001,53.5,1400.0,41.6,A,,0.3,https://www.miele.com/,168.0,149.0,0.378,72.0,48.0,A,219.0,60.0,Miele,38.0,28.0,3.0,5.0
WGG154ZSPL,1351.0,FREE_STANDING,"[2024, 1, 2]",1400.0,10.0,B,35.0,23.0,63.0,24.0,85.0,,52.9,1400.0,51.7,B,0.4,0.1,https://www.bosch-home.com/energylabel,175.0,150.0,0.511,74.0,50.0,A,230.0,60.0,Bosch,51.0,28.0,1.0,5.0
CWF12N19IL,1200.0,FREE_STANDING,"[2024, 1, 2]",1200.0,9.0,B,41.0,23.0,63.0,24.0,85.0,,53.0,1200.0,51.4,A,0.5,0.15,https://www.constructa.com/energylabel,174.0,150.0,0.489,71.0,50.0,A,228.0,60.0,Constructa,49.0,27.0,0.6000000000000001,5.0
NF96WK IT,1351.0,FREE_STANDING,"[2024, 1, 2]",1351.0,9.0,B,32.0,25.0,61.0,24.0,85.0,,53.0,1351.0,51.8,B,0.5,0.5,https://docs.whirlpool.eu/,170.0,130.0,0.493,76.0,50.0,A,225.0,60.0,HOTPOINT/ARISTON,49.0,29.0,4.0,4.9
WAN28228FR,1400.0,FREE_STANDING,"[2024, 1, 2]",1400.0,8.0,B,37.0,23.0,63.0,24.0,85.0,,53.0,1400.0,50.7,A,0.5,0.15,https://www.bosch-home.com/energylabel,160.0,140.0,0.461,72.0,47.0,A,213.0,60.0,Bosch,46.0,27.0,0.55,5.0
ALT10752-NE,1200.0,FREE_STANDING,"[2024, 1, 2]",1200.0,7.5,B,35.0,23.0,61.0,24.0,88.0,,53.9,1200.0,51.9,C,,0.5,www.but.fr,165.0,165.0,0.46,78.0,46.0,A,213.0,40.0,AYA,46.0,32.0,4.0,5.0
MF100W80B/1/W-ES,1350.0,FREE_STANDING,"[2024, 1, 2]",1350.0,8.0,B,37.0,25.0,48.0,36.0,85.0,,53.9,1350.0,59.8,A,1.0,0.5,www.midea.es,168.0,168.0,0.544,72.0,48.0,B,218.0,60.0,MIDEA,54.0,30.0,4.0,5.0
WM14NK74EX,1400.0,FREE_STANDING,"[2024, 1, 1]",1400.0,8.0,B,37.0,23.0,63.0,24.0,85.0,,53.0,1400.0,50.7,A,0.5,0.15,https://www.siemens-home.com/e-label,160.0,140.0,0.461,71.0,47.0,A,213.0,60.0,Siemens,46.0,27.0,0.55,5.0
