modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness,onMarketStart_Year,onMarketStart_Month,onMarketStart_Day,price,currency
F4WX801Y,1350.0,FREE_STANDING,"[2024, 8, 5]",1350.0,11.0,B,33.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,30.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,140.0,0.314,71.0,46.0,A,240.0,60.0,LG Electronics,31.0,26.0,4.0,5.0,2024,8,5,599.99,USD
EW7FBG411G 914495409,1400.0,FREE_STANDING,"[2024, 8, 5]",1400.0,11.0,B,35.0,25.0,64.0,24.0,85.0,,53.9,1400.0,49.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495409,179.0,179.0,0.502,72.0,50.0,A,239.0,60.0,Electrolux,50.0,31.0,4.0,4.9,2024,8,5,3000,USD
EW7FCH411G 914495408,1400.0,FREE_STANDING,"[2024, 8, 5]",1400.0,11.0,B,35.0,25.0,64.0,24.0,85.0,,53.9,1400.0,49.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495408,179.0,179.0,0.502,72.0,50.0,A,239.0,60.0,Electrolux,50.0,31.0,4.0,4.9,2024,8,5,3000,USD
LTR75B73A 913143786,1251.0,FREE_STANDING,"[2024, 8, 5]",1251.0,7.0,B,46.0,23.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143786,160.0,160.0,0.447,79.0,45.0,A,205.0,40.0,AEG,45.0,25.0,4.0,4.9,2024,8,5,3500,GBP
LTR8P731E1 913143787,1251.0,FREE_STANDING,"[2024, 8, 5]",1251.0,7.0,B,41.0,22.0,60.0,24.0,90.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143787,161.0,161.0,0.447,79.0,44.0,A,205.0,40.0,AEG,45.0,24.0,4.0,4.9,2024,8,5,3000,USD
EW7F5482CE 914485003,1400.0,FREE_STANDING,"[2024, 8, 5]",1400.0,8.0,B,31.0,23.0,58.0,12.0,85.0,2.0,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914485003,165.0,160.0,0.4,72.0,42.0,A,215.0,60.0,Electrolux,40.0,26.0,4.0,4.9,2024,8,5,3000,USD
EW9F5417WCE 914475604,1400.0,FREE_STANDING,"[2024, 8, 5]",1400.0,10.0,B,25.0,24.0,64.0,24.0,85.0,2.0,53.9,1400.0,31.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475604,179.0,150.0,0.306,72.0,50.0,A,238.0,60.0,Electrolux,31.0,23.0,4.0,4.9,2024,8,5,3000,USD
BM3WFU3741W 7004340007,1351.0,FREE_STANDING,"[2024, 8, 5]",1351.0,7.0,B,32.0,23.0,50.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,76.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,8,5,13.59,GBP
EW9F7617SC 914475612,1550.0,FREE_STANDING,"[2024, 8, 5]",1550.0,10.0,A,25.0,24.0,64.0,24.0,85.0,2.0,44.9,1550.0,33.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475612,179.0,150.0,0.332,72.0,50.0,A,238.0,60.0,Electrolux,33.0,23.0,4.0,4.9,2024,8,5,3000,USD
EFI61X84G 914931044,1351.0,FREE_STANDING,"[2024, 8, 5]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931044,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,8,5,2800,USD
F4WX809Y,1350.0,FREE_STANDING,"[2024, 8, 5]",1350.0,9.0,B,26.0,24.0,57.0,24.0,85.0,2.0,53.9,1350.0,30.9,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,130.0,0.294,71.0,46.0,A,228.0,60.0,LG Electronics,29.0,26.0,4.0,5.0,2024,8,5,4000,USD
L6SE47B 914343165,1351.0,FREE_STANDING,"[2024, 8, 5]",1351.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.3,1351.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343165,160.0,145.0,0.515,75.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,8,5,2800,USD
LSR6E26SC 914343114,1151.0,FREE_STANDING,"[2024, 8, 5]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,,53.5,1151.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343114,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9,2024,8,5,609.99,USD
EWQ6412D 913135720,1151.0,FREE_STANDING,"[2024, 8, 5]",1151.0,6.0,B,47.0,25.0,60.0,0.0,89.0,,53.5,1151.0,79.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913135720,155.0,155.0,0.646,77.0,40.0,D,197.0,40.0,Electrolux,65.0,39.0,4.0,4.9,2024,8,5,3800,USD
LTR6P735G1 913143902,1251.0,FREE_STANDING,"[2024, 8, 5]",1251.0,7.0,B,48.0,29.0,60.0,24.0,90.0,,53.6,1251.0,90.8,C,0.48,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/913143902,160.0,160.0,0.783,78.0,41.0,E,205.0,40.0,AEG,78.0,41.0,4.0,4.9,2024,8,5,90.36,USD
WGE03410GR,1400.0,FREE_STANDING,"[2024, 8, 1]",1400.0,8.0,B,37.0,23.0,63.0,24.0,85.0,,53.0,1400.0,50.7,A,0.5,0.15,https://www.bosch-home.com/energylabel,160.0,140.0,0.461,72.0,47.0,A,213.0,60.0,Bosch,46.0,27.0,0.55,5.0,2024,8,1,499.00,GBP
MF2W8S506J,1160.0,FREE_STANDING,"[2024, 8, 1]",1160.0,8.0,B,34.0,24.0,48.0,24.0,85.0,,53.9,1160.0,46.2,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,130.0,0.42,71.0,48.0,A,218.0,60.0,LG Electronics,42.0,28.0,4.0,5.0,2024,8,1,2599.99,USD
F4X7509TBB,1350.0,FREE_STANDING,"[2024, 8, 1]",1350.0,9.0,B,28.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,36.4,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,135.0,0.346,71.0,50.0,A,228.0,60.0,LG Electronics,35.0,27.0,4.0,5.0,2024,8,1,579.00,GBP
MF4W9072YP,1360.0,FREE_STANDING,"[2024, 8, 1]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,8,1,2899.99,USD
MF2W9S72YP,1160.0,FREE_STANDING,"[2024, 8, 1]",1160.0,9.0,B,36.0,24.0,48.0,24.0,85.0,2.0,53.9,1160.0,46.1,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,140.0,0.438,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,26.0,4.0,5.0,2024,8,1,3199.79,USD
MF4W1072YW,1360.0,FREE_STANDING,"[2024, 8, 1]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,8,1,2799.00,USD
WUU28T71,1400.0,FREE_STANDING,"[2024, 8, 1]",1400.0,8.0,B,37.0,24.0,63.0,24.0,85.0,,53.0,1400.0,59.0,A,0.5,0.15,https://www.bosch-home.com/energylabel,160.0,140.0,0.536,69.0,46.0,B,215.0,60.0,Bosch,54.0,43.0,1.4,5.0,2024,8,1,794.57,GBP
F4Y511GBLN1,1350.0,FREE_STANDING,"[2024, 7, 31]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,7,31,649.00,GBP
MF4W90506W,1360.0,FREE_STANDING,"[2024, 7, 31]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,7,31,2399.99,USD
EW7F5692QC 914475205,1550.0,FREE_STANDING,"[2024, 7, 29]",1550.0,9.0,A,27.0,24.0,64.0,24.0,85.0,2.0,44.9,1550.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475205,173.0,170.0,0.443,72.0,48.0,A,225.0,60.0,Electrolux,44.0,29.0,4.0,4.9,2024,7,29,3000,USD
EFI7H1EX4E 914496003,1351.0,FREE_STANDING,"[2024, 7, 29]",1351.0,10.5,B,38.0,23.0,66.0,24.0,85.0,,53.9,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496003,179.0,160.0,0.521,75.0,49.0,A,239.0,60.0,Electrolux,52.0,36.0,4.0,4.9,2024,7,29,3000,USD
EW7T3632PA 913148377,1251.0,FREE_STANDING,"[2024, 7, 29]",1251.0,6.0,B,41.0,23.0,60.0,0.0,91.0,,53.9,1251.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148377,155.0,155.0,0.42,79.0,43.0,A,195.0,40.0,Electrolux,42.0,25.0,4.0,4.9,2024,7,29,3500,USD
EW8F5402QE 914475302,1400.0,FREE_STANDING,"[2024, 7, 29]",1400.0,11.0,B,29.0,26.0,64.0,24.0,85.0,2.0,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475302,179.0,179.0,0.449,72.0,51.0,A,239.0,60.0,Electrolux,45.0,28.0,4.0,4.9,2024,7,29,3000,USD
EW7F5412ACE 914475401,1400.0,FREE_STANDING,"[2024, 7, 29]",1400.0,10.0,B,31.0,23.0,64.0,24.0,85.0,2.0,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475401,179.0,170.0,0.435,72.0,49.0,A,238.0,60.0,Electrolux,44.0,29.0,4.0,4.9,2024,7,29,3000,USD
EW7F5692QE 914475203,1550.0,FREE_STANDING,"[2024, 7, 29]",1550.0,9.0,A,27.0,24.0,64.0,12.0,85.0,2.0,44.9,1550.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475203,173.0,170.0,0.443,72.0,48.0,A,225.0,60.0,Electrolux,44.0,29.0,4.0,4.9,2024,7,29,3000,USD
EW8F710GCY 914475103,1550.0,FREE_STANDING,"[2024, 7, 29]",1550.0,10.0,A,26.0,24.0,64.0,24.0,85.0,2.0,44.9,1550.0,38.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475103,179.0,150.0,0.383,72.0,50.0,A,238.0,60.0,Electrolux,38.0,25.0,4.0,4.9,2024,7,29,3000,USD
EW6FT28W 914931041,1151.0,FREE_STANDING,"[2024, 7, 29]",1151.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.7,1151.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931041,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,7,29,4000,USD
EW7F5482CP 914485005,1400.0,FREE_STANDING,"[2024, 7, 29]",1400.0,8.0,B,31.0,23.0,58.0,24.0,85.0,2.0,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914485005,165.0,160.0,0.4,72.0,42.0,A,215.0,60.0,Electrolux,40.0,26.0,4.0,4.9,2024,7,29,1500,USD
EFI852PY4Q 914475512,1400.0,FREE_STANDING,"[2024, 7, 29]",1400.0,11.0,B,29.0,26.0,64.0,24.0,85.0,2.0,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475512,179.0,179.0,0.449,72.0,51.0,A,239.0,60.0,Electrolux,45.0,28.0,4.0,4.9,2024,7,29,3000,USD
EW7F5612QE 914475202,1550.0,FREE_STANDING,"[2024, 7, 29]",1550.0,10.0,A,31.0,24.0,64.0,24.0,85.0,2.0,44.9,1550.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475202,179.0,170.0,0.46,72.0,49.0,A,235.0,60.0,Electrolux,46.0,28.0,4.0,4.9,2024,7,29,2500,GBP
EW7F5612QP 914475204,1550.0,FREE_STANDING,"[2024, 7, 29]",1550.0,10.0,A,31.0,24.0,64.0,24.0,85.0,2.0,44.9,1550.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475204,179.0,170.0,0.46,72.0,49.0,A,235.0,60.0,Electrolux,46.0,28.0,4.0,4.9,2024,7,29,3000,USD
MEW3E9Y6P 914932070,1351.0,FREE_STANDING,"[2024, 7, 29]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932070,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,7,29,3000,USD
LSR6E27SE 914343164,1151.0,FREE_STANDING,"[2024, 7, 29]",1151.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.6,1151.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343164,160.0,145.0,0.515,73.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,7,29,2500,GBP
LSR6E27SC 914343163,1151.0,FREE_STANDING,"[2024, 7, 29]",1151.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.6,1151.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343163,160.0,145.0,0.515,73.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,7,29,3000,USD
F94N14SLS,1350.0,FREE_STANDING,"[2024, 7, 26]",1350.0,9.0,B,37.0,23.0,55.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,174.0,0.494,74.0,50.0,A,228.0,60.0,LG Electronics,49.0,30.0,4.0,5.0,2024,7,26,3500,USD
F84N14SLS,1350.0,FREE_STANDING,"[2024, 7, 26]",1350.0,8.0,B,37.0,23.0,53.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,168.0,0.472,74.0,48.0,A,218.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,7,26,499.00,GBP
F4A10S8NDK,1350.0,FREE_STANDING,"[2024, 7, 26]",1350.0,8.0,B,37.0,23.0,53.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,168.0,0.472,74.0,48.0,A,218.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,7,26,308.59,GBP
F4A1009NDK,1350.0,FREE_STANDING,"[2024, 7, 26]",1350.0,9.0,B,37.0,23.0,55.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,174.0,0.494,74.0,50.0,A,228.0,60.0,LG Electronics,49.0,30.0,4.0,5.0,2024,7,26,84.33,GBP
W4W8BVKKWHM,1350.0,FREE_STANDING,"[2024, 7, 25]",1350.0,12.0,A,30.0,25.0,66.0,24.0,166.0,2.0,44.9,1350.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,160.0,0.49,72.0,57.0,A,240.0,60.0,LG Electronics,49.0,28.0,4.0,5.0,2024,7,25,2500,GBP
BM3WFU3841X 7004840045,1351.0,FREE_STANDING,"[2024, 7, 25]",1351.0,8.0,B,32.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,7,25,13.59,GBP
B3WFU47215WB ES 7002840018,1200.0,FREE_STANDING,"[2024, 7, 25]",1200.0,7.0,B,34.0,24.0,50.0,24.0,85.0,,53.9,1200.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,74.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,7,25,2500,GBP
BM3WFU3941WBW 7004840050,1351.0,FREE_STANDING,"[2024, 7, 25]",1351.0,9.0,B,34.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,49.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9,2024,7,25,14.01,USD
BM3WFU3841WBB 7004840016,1351.0,FREE_STANDING,"[2024, 7, 25]",1351.0,8.0,B,32.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,7,25,13.59,GBP
BM1WFU38225WPB 7004440014,1151.0,FREE_STANDING,"[2024, 7, 25]",1151.0,8.0,B,34.0,25.0,55.0,24.0,85.0,,53.9,1151.0,59.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.541,74.0,47.0,B,218.0,60.0,Beko,54.0,31.0,4.0,4.9,2024,7,25,13.59,GBP
BM3WFU3721WBB 7004740005,1151.0,FREE_STANDING,"[2024, 7, 24]",1151.0,7.0,B,34.0,24.0,50.0,24.0,85.0,,53.9,1151.0,51.5,B,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,74.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,7,24,14.01,USD
F14X76WHST,1350.0,FREE_STANDING,"[2024, 7, 23]",1350.0,11.0,B,33.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,30.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,140.0,0.314,71.0,46.0,A,240.0,60.0,LG Electronics,31.0,26.0,4.0,5.0,2024,7,23,956.42,GBP
WF9214GBB,1360.0,FREE_STANDING,"[2024, 7, 23]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/common/index.jsp,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,7,23,2990,GBP
BM3WFSU37013WW 7004640003,1000.0,FREE_STANDING,"[2024, 7, 23]",1000.0,7.0,C,34.0,24.0,50.0,24.0,85.0,,62.9,1000.0,51.5,A,0.5,0.5,http://support.beko.com,161.0,161.0,0.444,72.0,43.0,A,207.0,60.0,Beko,44.0,29.0,4.0,4.9,2024,7,23,0.73,GBP
F4X7009TWS,1350.0,FREE_STANDING,"[2024, 7, 23]",1350.0,9.0,B,26.0,24.0,57.0,24.0,85.0,2.0,53.9,1350.0,30.9,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,130.0,0.294,71.0,46.0,A,228.0,60.0,LG Electronics,29.0,26.0,4.0,5.0,2024,7,23,4610,USD
 F14X71WHST,1350.0,FREE_STANDING,"[2024, 7, 23]",1350.0,11.0,B,33.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,30.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,140.0,0.314,71.0,46.0,A,240.0,60.0,LG Electronics,31.0,26.0,4.0,5.0,2024,7,23,898,GBP
F4X7011TWS,1350.0,FREE_STANDING,"[2024, 7, 23]",1350.0,11.0,B,33.0,25.0,57.0,24.0,85.0,2.0,53.9,1350.0,30.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,140.0,0.314,71.0,46.0,A,240.0,60.0,LG Electronics,31.0,26.0,4.0,5.0,2024,7,23,3000,USD
BM3WFU4841N 7004840047,1400.0,FREE_STANDING,"[2024, 7, 23]",1400.0,8.0,B,32.0,24.0,55.0,24.0,85.0,,53.9,1400.0,51.5,B,0.5,0.5,http://support.beko.com,167.0,167.0,0.468,76.0,47.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9,2024,7,23,13.59,GBP
R4-B10YWE,1360.0,FREE_STANDING,"[2024, 7, 23]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,7,23,17390,USD
EW6F228P 914931046,1151.0,FREE_STANDING,"[2024, 7, 22]",1151.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.7,1151.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931046,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,7,22,3000,USD
EW8F5417ACP 914475504,1400.0,FREE_STANDING,"[2024, 7, 22]",1400.0,10.0,B,26.0,24.0,64.0,24.0,85.0,2.0,53.9,1400.0,36.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475504,179.0,150.0,0.358,72.0,50.0,A,238.0,60.0,Electrolux,36.0,25.0,4.0,4.9,2024,7,22,3000,USD
EW7FI25916OV 914475201,1550.0,FREE_STANDING,"[2024, 7, 22]",1550.0,9.0,A,27.0,24.0,64.0,0.0,85.0,2.0,44.9,1550.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475201,173.0,170.0,0.443,72.0,48.0,A,225.0,60.0,Electrolux,44.0,29.0,4.0,4.9,2024,7,22,1000,USD
LR7EA75480 914505109,1400.0,FREE_STANDING,"[2024, 7, 22]",1400.0,8.0,B,28.0,24.0,64.0,24.0,85.0,,53.9,1400.0,51.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914505109,160.0,151.0,0.471,72.0,47.0,A,211.0,60.0,AEG,47.0,40.0,4.0,4.9,2024,7,22,3000,USD
EW8FI51410AQ 914475507,1400.0,FREE_STANDING,"[2024, 7, 22]",1400.0,10.0,B,26.0,24.0,64.0,0.0,85.0,2.0,53.9,1400.0,36.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475507,179.0,150.0,0.358,72.0,50.0,A,238.0,60.0,Electrolux,36.0,25.0,4.0,4.9,2024,7,22,1999.99,USD
EW8FI51014OV 914475305,1400.0,FREE_STANDING,"[2024, 7, 22]",1400.0,10.0,B,26.0,24.0,64.0,0.0,85.0,2.0,53.9,1400.0,36.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475305,179.0,150.0,0.358,72.0,50.0,A,238.0,60.0,Electrolux,36.0,25.0,4.0,4.9,2024,7,22,3000,USD
EW8FG5602CDP 914475101,1550.0,FREE_STANDING,"[2024, 7, 22]",1550.0,11.0,A,29.0,26.0,64.0,24.0,85.0,2.0,44.9,1550.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475101,179.0,179.0,0.475,76.0,51.0,A,239.0,60.0,Electrolux,48.0,28.0,4.0,4.9,2024,7,22,3000,USD
EW7F368P 914933007,1600.0,FREE_STANDING,"[2024, 7, 22]",1600.0,8.0,A,30.0,23.0,60.0,24.0,85.0,,44.4,1600.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933007,165.0,165.0,0.424,76.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,7,22,3000,USD
EW6F228E 914931045,1151.0,FREE_STANDING,"[2024, 7, 22]",1151.0,8.0,B,39.0,22.0,58.0,12.0,85.0,,53.7,1151.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931045,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,7,22,3000,GBP
EW7F3684C 914933006,1600.0,FREE_STANDING,"[2024, 7, 22]",1600.0,8.0,A,30.0,23.0,60.0,24.0,85.0,,44.4,1600.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933006,165.0,165.0,0.424,76.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,7,22,3500,USD
EW6F2491E 914932023,1351.0,FREE_STANDING,"[2024, 7, 22]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932023,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,7,22,3500,USD
YW8FI15014AQ 914475505,1400.0,FREE_STANDING,"[2024, 7, 22]",1400.0,10.0,B,26.0,24.0,64.0,0.0,85.0,2.0,53.9,1400.0,36.2,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475505,179.0,150.0,0.358,72.0,50.0,A,238.0,60.0,Electrolux,36.0,25.0,4.0,4.9,2024,7,22,3200,USD
EW9F5417WCP 914475609,1400.0,FREE_STANDING,"[2024, 7, 22]",1400.0,10.0,B,25.0,24.0,64.0,24.0,85.0,2.0,53.9,1400.0,31.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914475609,179.0,150.0,0.306,72.0,50.0,A,238.0,60.0,Electrolux,31.0,23.0,4.0,4.9,2024,7,22,3000,USD
B3WFU410415WW ES 7002640027,1400.0,FREE_STANDING,"[2024, 7, 22]",1400.0,10.0,B,33.0,22.0,58.0,24.0,85.0,,53.9,1400.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.509,75.0,51.0,A,228.0,60.0,Beko,51.0,31.0,4.0,4.9,2024,7,22,3000,USD
LTR87ULM 913143885,1451.0,FREE_STANDING,"[2024, 7, 22]",1451.0,6.0,B,38.0,23.0,60.0,24.0,90.0,,53.9,1451.0,51.9,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143885,155.0,150.0,0.42,79.0,43.0,A,197.0,40.0,AEG,42.0,27.0,4.0,4.9,2024,7,22,609.99,GBP
EW7F3684E 914933008,1600.0,FREE_STANDING,"[2024, 7, 22]",1600.0,8.0,A,30.0,23.0,60.0,12.0,85.0,,44.4,1600.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933008,165.0,165.0,0.424,76.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,7,22,3500,USD
